1,-11.111111111111788
2,-85.13011152416297
3,-86.75496688741653
4,-82.07885304659455
5,-79.7979797979795
6,-86.48648648648582
7,-87.38170347003083
8,-92.50936329587915
9,-93.0795847750855
10,-94.26934097421095
11,-91.59663865546125
12,-92.53731343283484
13,-94.31818181818073
14,-93.63057324840659
15,-93.17406143344607
16,-93.69085173501472
17,-92.90780141843871
18,-93.1972789115636
19,-92.95774647887222
20,-93.26599326599224
21,-92.75362318840479
22,-93.44262295081863
23,-93.58974358974254
24,-93.99399399399293
25,-92.45283018867826
26,-92.2779922779913
27,-93.35548172757372
28,-92.72727272727172
29,-92.9328621908117
30,-92.5925925925916
31,-93.00699300699199
32,-92.56505576208079
33,-92.2480620155029
34,-92.42424242424144
35,-93.48534201954294
36,-92.2480620155029
37,-94.2857142857132
38,-93.0313588850164
39,-93.0313588850164
40,-92.39543726235644
41,-93.22033898304981
42,-93.127147766322
43,-93.46405228758066
44,-86.62207357859464
45,-84.84848484848426
46,-82.45614035087674
47,-82.87671232876664
48,-85.76512455515952
49,-80.39215686274476
50,-82.63888888888842
51,-82.33215547703135
52,-82.93515358361726
53,-85.0187265917597
54,-83.53909465020524
55,-81.2030075187966
56,-82.33215547703135
57,-82.51748251748205
58,-86.01398601398537
59,-84.25196850393645
60,-86.97068403908726
61,-82.7586206896547
62,-83.22147651006662
63,-80.62015503875934
64,-84.07643312101857
65,-84.75609756097505
66,-60.99290780141925
67,-88.37209302325505
68,-85.8657243816248
69,-65.94427244582103
70,-54.54545454545526
71,-52.38095238095315
72,-67.21311475409878
73,-80.13245033112533
74,-71.69811320754731
75,-50.00000000000046
76,-62.5000000000005
77,-64.91228070175501
78,-68.05111821086302
79,-83.66013071895374
80,-28.327645051194988
81,-21.93308550185899
82,-64.74358974359032
83,-49.15254237288191
84,-67.84565916398753
85,-51.29870129870185
86,-75.17730496453902
87,-9.836065573770725
88,-69.92481203007547
89,-77.19869706840382
90,-68.19787985865769
91,-80.32786885245874
92,-76.51006711409366
93,-64.28571428571492
94,-78.26086956521718
95,-77.56410256410244
96,-63.45514950166179
97,-58.18815331010517
98,-73.85620915032686
99,-73.76093294460638
100,-71.53024911032041
101,-73.8372093023256
102,-46.619217081851275
103,-84.52012383900873
104,-85.34798534798475
105,-86.88524590163865
106,-84.79087452471425
107,-84.555984555984
108,-85.96491228070111
109,-85.23985239852338
110,-85.07462686567105
111,-86.0627177700342
112,-85.8657243816248
113,-85.1851851851846
114,-87.84194528875305
115,-87.6160990712067
116,-86.66666666666599
117,-86.25429553264539
118,-86.11111111111046
119,-74.57627118644072
120,-85.1851851851846
121,-68.75000000000048
122,-74.16974169741701
123,-85.61151079136629
124,-66.41791044776184
125,-87.26114649681458
126,-85.66308243727536
127,-87.87878787878714
128,-87.6160990712067
129,-86.57718120805302
130,-86.79867986798611
131,-85.50724637681097
132,-75.94501718213056
133,-85.8657243816248
134,-86.3945578231286
135,-85.13011152416297
136,-84.4357976653691
137,-83.16498316498267
138,-87.3015873015866
139,-85.66308243727536
140,-85.96491228070111
141,-85.66308243727536
142,-84.27672955974788
143,-85.29411764705821
144,-88.09523809523735
145,-86.3945578231286
146,-87.95180722891492
147,-86.48648648648582
148,-85.20710059171537
149,-80.69498069498034
150,-85.66308243727536
151,-85.91549295774584
152,-78.7234042553189
153,-87.22044728434433
154,-87.95180722891492
